id,login,password_hash,first_name,last_name,authority,email,phone_number,notes,organization_id,org_role,fourteen_plus,guardian_first_name,guardian_last_name,guardian_email,guardian_phone,school,grade_level,state_student_id,org_student_id,created_by,created_date,last_modified_by,last_modified_date
135,mlee,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mamie,Lee,ROLE_STUDENT,null,(303) 592-4856,,3,null,0,Eric,Lee,elee@gmail.com,(720) 861-5488,Bruce Randolph Middle School,SEVENTH,024503701,927509,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
136,melwell,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Maria,Elwell,ROLE_STUDENT,null,(720) 368-0785,,3,null,0,Jeffrey,Elwell,Jeffrey.Elwell@gmail.com,(720) 139-5421,Bruce Randolph Middle School,EIGHTH,361896846,452593,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
137,wrogers,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,William,Rogers,ROLE_STUDENT,wrogers@sbcglobal.net,(303) 032-9823,,3,null,1,Gwendolyn,Rogers,Gwendolyn.Rogers@aol.com,(303) 494-0711,John F. Kennedy High School,TWELFTH,163554578,959494,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
138,pkelly,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Pamela,Kelly,ROLE_STUDENT,pkelly@icloud.com,(303) 613-4829,,3,null,1,Imogene,Kelly,ikelly@yahoo.com,(303) 708-5262,John F. Kennedy High School,TENTH,646757609,106580,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
139,cdiehl,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Cierra,Diehl,ROLE_STUDENT,Cierra.Diehl@icloud.com,(303) 354-3568,,3,null,1,Aaron,Diehl,adiehl@aol.com,(303) 461-7178,Emily Griffith High School,NINTH,586616573,738663,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
140,cmartin2,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Charles,Martin,ROLE_STUDENT,null,(720) 849-6008,,3,null,0,Polly,Martin,Polly.Martin@yahoo.com,(720) 268-8260,Wyatt Academy Middle School,EIGHTH,766422500,487902,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
141,psmith,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Phyllis,Smith,ROLE_STUDENT,psmith@outlook.com,(720) 905-1439,,3,null,1,Betty,Smith,bsmith@aol.com,(303) 718-0703,Compassion Road Academy,NINTH,021156589,995074,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
142,ccannon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Carrie,Cannon,ROLE_STUDENT,Carrie.Cannon@aol.com,(720) 339-3879,,3,null,1,Taylor,Cannon,Taylor.Cannon@yahoo.com,(303) 142-1184,Bruce Randolph High School,ELEVENTH,659035116,970312,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
143,kbowers,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kathleen,Bowers,ROLE_STUDENT,Kathleen.Bowers@gmail.com,(720) 728-2939,,3,null,1,Harry,Bowers,hbowers@gmail.com,(303) 179-4714,Compassion Road Academy,ELEVENTH,063491128,140098,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
144,kjames,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Karen,James,ROLE_STUDENT,null,(303) 006-4557,,3,null,0,Courtney,James,cjames@aol.com,(720) 188-8149,Morey Middle School,SIXTH,880714572,460267,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
145,sbolton,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sean,Bolton,ROLE_STUDENT,Sean.Bolton@aol.com,(303) 438-8587,,3,null,1,Alan,Bolton,bolton942@gmail.com,(303) 904-7465,Dr. Martin Luther King Jr. Early College High School,ELEVENTH,587458993,033570,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
146,losbon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Larry,Osbon,ROLE_STUDENT,Larry.Osbon@gmail.com,(720) 756-5831,,3,null,1,Charles,Osbon,Charles.Osbon@yahoo.com,(303) 576-9559,Emily Griffith High School,ELEVENTH,265404262,210404,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
147,dhouck,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Debra,Houck,ROLE_STUDENT,Debra.Houck@outlook.com,(720) 345-7554,,3,null,1,Lois,Houck,lhouck@gmail.com,(720) 602-3783,Compassion Road Academy,TWELFTH,980479662,169680,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
148,lhunt,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lisa,Hunt,ROLE_STUDENT,Lisa.Hunt@gmail.com,(303) 602-9278,,3,null,1,Mary,Hunt,mhunt@yahoo.com,(720) 413-0774,East High School,TWELFTH,182935222,986371,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
149,srey,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Shirley,Rey,ROLE_STUDENT,null,(720) 955-1357,,3,null,0,Florence,Rey,frey@yahoo.com,(303) 777-5401,Vista Academy Middle School,SEVENTH,307441746,319914,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
150,rdixon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Richard,Dixon,ROLE_STUDENT,Richard.Dixon@yahoo.com,(303) 383-3584,,3,null,1,William,Dixon,William.Dixon@yahoo.com,(720) 635-5225,Abraham Lincoln High School,TWELFTH,368102216,991381,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
151,mwilliams,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michelle,Williams,ROLE_STUDENT,Michelle.Williams@icloud.com,(303) 021-8833,,3,null,1,Kevin,Williams,kwilliams@outlook.com,(720) 441-5586,Bruce Randolph High School,ELEVENTH,581011471,813043,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
152,salbiston,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Scott,Albiston,ROLE_STUDENT,null,(303) 070-2981,,3,null,0,Tamika,Albiston,talbiston@yahoo.com,(720) 995-2194,Summit Academy Middle School,EIGHTH,002487005,929718,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
153,wlopez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,William,Lopez,ROLE_STUDENT,William.Lopez@gmail.com,(720) 872-3013,,3,null,1,Lawrence,Lopez,lopez4466@sbcglobal.net,(303) 352-1554,Bruce Randolph High School,NINTH,537941561,771548,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
154,jcook,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jeremy,Cook,ROLE_STUDENT,null,(720) 874-2440,,3,null,0,Henry,Cook,hcook@yahoo.com,(303) 550-7801,Byers Middle School,SEVENTH,230694310,034940,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
155,hsixt,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Heidi,Sixt,ROLE_STUDENT,Heidi.Sixt@aol.com,(303) 127-0384,,3,null,1,Michael,Sixt,Michael.Sixt@sbcglobal.net,(720) 345-3561,Compassion Road Academy,TWELFTH,082302861,084356,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
156,smanning,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sondra,Manning,ROLE_STUDENT,null,(303) 309-1224,,3,null,0,Dorothy,Manning,dmanning@gmail.com,(303) 506-3099,Merrill Middle School,EIGHTH,309589998,538367,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
157,jharden,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jason,Harden,ROLE_STUDENT,harden5178@aol.com,(303) 034-2102,,3,null,1,Randy,Harden,Randy.Harden@gmail.com,(303) 213-5947,Dr. Martin Luther King Jr. Early College High School,TWELFTH,185806789,389381,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
158,kgordon,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kari,Gordon,ROLE_STUDENT,null,(303) 779-6537,,3,null,0,Brittney,Gordon,Brittney.Gordon@aol.com,(303) 426-2401,Vista Academy Middle School,SEVENTH,380372643,371234,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
159,bliggins,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Betty,Liggins,ROLE_STUDENT,null,(720) 593-9944,,3,null,0,Daniel,Buford,Daniel.Buford@outlook.com,(720) 325-2543,Byers Middle School,SIXTH,270537947,418240,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
160,bwallis,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Bobby,Wallis,ROLE_STUDENT,Bobby.Wallis@gmail.com,(720) 456-3515,,3,null,1,Michael,Wallis,Michael.Wallis@gmail.com,(303) 630-3040,Abraham Lincoln High School,TWELFTH,404360646,760040,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
161,gridenour,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Germaine,Ridenour,ROLE_STUDENT,gridenour@icloud.com,(720) 233-4537,,3,null,1,Charles,Ridenour,cridenour@yahoo.com,(303) 284-0287,Dr. Martin Luther King Jr. Early College High School,NINTH,782679400,733589,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
162,rnelson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Nelson,ROLE_STUDENT,null,(303) 209-7803,,3,null,0,Conchita,Nelson,cnelson@gmail.com,(720) 100-0556,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,331685607,750986,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
163,aowings,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Angela,Owings,ROLE_STUDENT,Angela.Owings@gmail.com,(720) 384-0164,,3,null,1,Marilyn,Owings,Marilyn.Owings@outlook.com,(303) 319-4430,Dr. Martin Luther King Jr. Early College High School,ELEVENTH,058126230,299507,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
164,jmendez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jeanette,Mendez,ROLE_STUDENT,Jeanette.Mendez@outlook.com,(720) 783-5445,,3,null,1,Sarah,Mendez,mendez4401@gmail.com,(720) 409-4780,George Washington High School,TENTH,556105801,784752,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
165,kbeall,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kevin,Beall,ROLE_STUDENT,Kevin.Beall@gmail.com,(720) 683-4134,,3,null,1,Thomas,Beall,tbeall@outlook.com,(303) 595-9339,Compassion Road Academy,NINTH,703288772,028694,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
166,jkennedy,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joel,Kennedy,ROLE_STUDENT,null,(720) 084-5711,,3,null,0,Kelly,Kennedy,Kelly.Kennedy@gmail.com,(303) 929-6854,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,475742745,912884,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
167,mholloway,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Marilyn,Holloway,ROLE_STUDENT,Marilyn.Holloway@aol.com,(303) 457-5644,,3,null,1,Christina,Holloway,cholloway@aol.com,(720) 573-9633,Florence Crittenton High School,NINTH,117556066,272962,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
168,jfelix,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Juanita,Felix,ROLE_STUDENT,null,(720) 514-8699,,3,null,0,Teresa,Felix,tfelix@gmail.com,(720) 482-5335,Vista Academy Middle School,SIXTH,311984435,379212,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
169,dharrison,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Donald,Harrison,ROLE_STUDENT,Donald.Harrison@gmail.com,(720) 619-6931,,3,null,1,Janice,Harrison,jharrison@yahoo.com,(720) 097-5317,Emily Griffith High School,TENTH,463791461,204456,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
170,bprakash,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Barbara,Prakash,ROLE_STUDENT,Barbara.Prakash@gmail.com,(720) 003-8537,,3,null,1,Everett,Prakash,Everett.Prakash@yahoo.com,(720) 066-0893,Emily Griffith High School,ELEVENTH,881234884,236112,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
171,lharbison,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Linda,Harbison,ROLE_STUDENT,Linda.Harbison@yahoo.com,(720) 741-8673,,3,null,1,Kenneth,West,kwest@gmail.com,(303) 373-4978,Florence Crittenton High School,TENTH,643622408,296422,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
172,rtorres,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robin,Torres,ROLE_STUDENT,rtorres@gmail.com,(303) 569-8742,,3,null,1,Sabrina,Torres,storres@gmail.com,(720) 161-0621,Bruce Randolph High School,TWELFTH,441127719,015154,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
173,mfowler,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mary,Fowler,ROLE_STUDENT,null,(720) 189-1432,,3,null,0,Rita,Fowler,rfowler@aol.com,(303) 937-2109,Bruce Randolph Middle School,SEVENTH,368391583,325847,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
174,ibompane,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Irma,Bompane,ROLE_STUDENT,Irma.Bompane@aol.com,(303) 509-3054,,3,null,1,Kimberly,Bompane,Kimberly.Bompane@gmail.com,(720) 090-8707,North High School,TENTH,718586849,783800,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
175,kmcfadden,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Karl,Mcfadden,ROLE_STUDENT,null,(720) 199-5937,,3,null,0,Ricardo,Majors,Ricardo.Majors@aol.com,(303) 083-5778,Kepner Beacon Middle School,EIGHTH,909890585,858979,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
176,rjones,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Jones,ROLE_STUDENT,null,(303) 759-4204,,3,null,0,Bernard,Jones,Bernard.Jones@aol.com,(303) 304-4198,Skinner Middle School,SEVENTH,857120337,314381,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
177,ctinney,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Chelsea,Tinney,ROLE_STUDENT,Chelsea.Tinney@icloud.com,(720) 610-5901,,3,null,1,Alysia,Tinney,tinney9641@yahoo.com,(720) 951-9145,Compassion Road Academy,NINTH,451667648,127790,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
178,kmanuel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kevin,Manuel,ROLE_STUDENT,null,(303) 176-5743,,3,null,0,Ola,Manuel,Ola.Manuel@gmail.com,(303) 641-0630,Skinner Middle School,EIGHTH,348707460,011632,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
179,mthompson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Maria,Thompson,ROLE_STUDENT,mthompson@outlook.com,(720) 467-9415,,3,null,1,Dolores,Thompson,dthompson@gmail.com,(303) 282-4785,East High School,TWELFTH,784117685,265311,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
180,fhood,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Frances,Hood,ROLE_STUDENT,null,(720) 034-9664,,3,null,0,Earl,Hood,ehood@yahoo.com,(720) 769-4750,Bruce Randolph Middle School,EIGHTH,240815075,572247,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
181,hdonovan,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Heather,Donovan,ROLE_STUDENT,null,(720) 881-3397,,3,null,0,Cecil,Kelly,ckelly@gmail.com,(303) 772-0333,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,641477425,205295,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
182,gpearson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Geoffrey,Pearson,ROLE_STUDENT,gpearson@gmail.com,(720) 613-8782,,3,null,1,Ray,Pearson,Ray.Pearson@aol.com,(303) 900-6417,Abraham Lincoln High School,NINTH,719069031,999509,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
183,jsessums,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jessie,Sessums,ROLE_STUDENT,sessums4788@gmail.com,(303) 223-0098,,3,null,1,Ira,Curley,icurley@gmail.com,(303) 079-1717,Emily Griffith High School,TWELFTH,731061903,355900,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
184,cwhitley,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Chris,Whitley,ROLE_STUDENT,null,(303) 103-5681,,3,null,0,Wayne,Whitley,Wayne.Whitley@icloud.com,(720) 260-7018,Byers Middle School,SEVENTH,053788950,739432,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
185,jreyes,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,James,Reyes,ROLE_STUDENT,null,(720) 438-3108,,3,null,0,Stacey,Reyes,Stacey.Reyes@sbcglobal.net,(303) 992-7745,Merrill Middle School,SIXTH,331252697,895748,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
186,rsullivan,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Sullivan,ROLE_STUDENT,null,(303) 702-7489,,3,null,0,Monica,Sullivan,sullivan6901@aol.com,(303) 125-2324,"Dr. Martin Luther King, Jr. Early College Middle School",SEVENTH,584417560,152335,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
187,avelez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Anna,Velez,ROLE_STUDENT,Anna.Velez@sbcglobal.net,(303) 764-1606,,3,null,1,Joy,Velez,Joy.Velez@gmail.com,(720) 987-5273,John F. Kennedy High School,NINTH,967837543,716197,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
188,rtaylor,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ruthann,Taylor,ROLE_STUDENT,Ruthann.Taylor@sbcglobal.net,(303) 670-1775,,3,null,1,Jennifer,Taylor,jtaylor@yahoo.com,(720) 158-8311,East High School,ELEVENTH,869395403,357089,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
189,ebialaszewski,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Elsie,Bialaszewski,ROLE_STUDENT,null,(303) 219-5818,,3,null,0,Amy,Bialaszewski,bialaszewski5807@outlook.com,(303) 575-6787,Kepner Beacon Middle School,SIXTH,488317402,156345,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
190,tdonald,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Tony,Donald,ROLE_STUDENT,Tony.Donald@aol.com,(720) 210-1190,,3,null,1,Robert,Donald,Robert.Donald@gmail.com,(303) 380-8038,Compassion Road Academy,TWELFTH,213568482,201598,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
191,mbergren,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michelle,Bergren,ROLE_STUDENT,null,(720) 726-5704,,3,null,0,Joel,Bergren,Joel.Bergren@gmail.com,(720) 447-4907,Merrill Middle School,SIXTH,479205772,086215,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
192,dsanchez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Donald,Sanchez,ROLE_STUDENT,Donald.Sanchez@yahoo.com,(303) 593-0843,,3,null,1,Irene,Sanchez,Irene.Sanchez@gmail.com,(303) 425-8361,Compassion Road Academy,ELEVENTH,354684929,928315,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
193,llemke,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Louis,Lemke,ROLE_STUDENT,null,(303) 294-4055,,3,null,0,Miriam,Lemke,mlemke@aol.com,(720) 917-1742,Morey Middle School,EIGHTH,347208221,368995,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
194,jbelli,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jed,Belli,ROLE_STUDENT,Jed.Belli@gmail.com,(720) 086-6996,,3,null,1,Samantha,Belli,belli6355@yahoo.com,(303) 543-5196,John F. Kennedy High School,ELEVENTH,203074566,865973,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
195,jhanson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jeanette,Hanson,ROLE_STUDENT,null,(720) 584-7863,,3,null,0,Astrid,Hanson,Astrid.Hanson@aol.com,(720) 299-2773,Vista Academy Middle School,EIGHTH,886303742,253274,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
196,rcarrillo,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Carrillo,ROLE_STUDENT,null,(303) 396-4970,,3,null,0,James,Carrillo,James.Carrillo@outlook.com,(720) 245-5099,Morey Middle School,SEVENTH,345981576,622579,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
197,ggerwig,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Genevieve,Gerwig,ROLE_STUDENT,ggerwig@yahoo.com,(720) 035-8453,,3,null,1,Roland,Gerwig,gerwig183@yahoo.com,(303) 194-7864,Dr. Martin Luther King Jr. Early College High School,NINTH,285204319,367328,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
198,nwhitsel,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Nancy,Whitsel,ROLE_STUDENT,null,(303) 950-1439,,3,null,0,Robert,Whitsel,Robert.Whitsel@aol.com,(303) 507-9988,Byers Middle School,EIGHTH,461779165,057192,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
199,rtruong,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Robert,Truong,ROLE_STUDENT,null,(303) 500-8029,,3,null,0,Nathaniel,Truong,ntruong@gmail.com,(720) 045-9886,Summit Academy Middle School,SEVENTH,332102870,390877,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
200,kwhite,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kenneth,White,ROLE_STUDENT,null,(303) 112-9838,,3,null,0,Cathi,White,cwhite@yahoo.com,(720) 768-5983,Wyatt Academy Middle School,SEVENTH,655728640,800573,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
201,jhe,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joseph,He,ROLE_STUDENT,null,(720) 038-5782,,3,null,0,Marisa,He,Marisa.He@gmail.com,(720) 690-2922,Byers Middle School,SEVENTH,021493845,511677,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
